945	163	0.446731	1.45455
661	146	0.38948	2.2381
697	149	0.394321	2
571	125	0.458993	3.06667
740	141	0.467502	2.4
585	126	0.462812	3.13333
587	132	0.423136	2.76471
651	142	0.405503	2.35
697	148	0.39968	2.08696
492	119	0.436376	3.42857
539	124	0.440286	3.35714
689	142	0.429173	1.88
645	127	0.502275	2.9375
559	137	0.374076	2.2381
541	136	0.367375	2.47368
676	134	0.472854	2.3
710	136	0.482137	2.66667
478	119	0.423959	2.9375
791	148	0.453568	1.92
935	161	0.453054	1.31579
780	133	0.553836	2.13636
862	147	0.501028	2.17391
1176	160	0.576975	1.78571
1229	168	0.546919	1.5625
782	146	0.460777	2
803	149	0.454289	2.38095
1222	193	0.412046	1.44444
1188	168	0.528673	1.75862
1257	171	0.539924	1.59375
1454	242	0.311834	1.04082
1754	206	0.51914	1.02
1692	208	0.491206	1.0625
1331	174	0.552165	1.48571
1442	222	0.367493	1.04
1367	205	0.408555	1.26829
1331	166	0.606669	1.42857
1198	179	0.469613	1.45714
1395	169	0.613466	1.73333
1520	188	0.540154	1.33333
1191	185	0.437077	1.3
1546	205	0.462053	1.3
1504	196	0.491728	1.2439
1235	189	0.434243	1.48571
1617	176	0.655653	1.35135
1430	168	0.636366	1.5625
1541	178	0.610875	1.42857
1554	178	0.616028	1.34211
1430	173	0.600114	1.42857
1784	190	0.620694	1.18605
1681	204	0.507338	1.02
1465	174	0.607755	1.54545
1515	181	0.580825	1.41667
1520	182	0.576356	1.28205
1592	209	0.457762	1
1662	201	0.516688	1
1657	205	0.495227	1.02
1633	201	0.507673	1
1663	210	0.473634	1
1336	171	0.573857	1.37838
1393	168	0.619901	1.38889
1734	205	0.51824	1.08
1244	177	0.498728	1.36842
1092	179	0.428062	1.34211
1404	180	0.544267	1.2439
1503	181	0.576224	1.33333
1461	171	0.627549	1.41667
1609	175	0.659887	1.52941
1397	179	0.547621	1.34211
1784	197	0.577367	1.13043
1570	185	0.576164	1.18605
1628	207	0.477203	1
1572	215	0.427203	1.18605
1539	214	0.422086	1.05882
1393	186	0.505726	1.3
1573	198	0.503951	1.13043
1603	186	0.581966	1.2093
1706	212	0.476757	1.03774
1536	219	0.402247	1.09615
1719	220	0.446088	1.11538
1546	214	0.424006	1.07692
1217	168	0.541579	1.59375
1279	168	0.56917	1.57576
1750	181	0.67092	1.3
1423	174	0.590332	1.41667
1360	166	0.619887	1.59375
1441	174	0.597799	1.444444
1428	179	0.559773	1.26393
1356	173	0.569059	1.44444
1276	167	0.574655	1.5
1527	187	0.548461	1.2093
1285	171	0.551951	1.52941
1300	171	0.558394	1.37838
1335	171	0.573428	1.52941
1228	162	0.587703	1.59375
1206	164	0.563182	1.59375
1506	176	0.610646	1.275
1512	174	0.627253	1.44444
1384	169	0.608629	1.5
1451	175	0.595088	1.44444
1285	167	0.578708	1.625
1345	167	0.60573	1.57576
1374	170	0.597143	1.45714
1507	175	0.618055	1.37838
1495	174	0.620201	1.40541
1350	171	0.579871	1.41667
1480	170	0.643211	1.41667
1235	162	0.591053	1.5
1208	167	0.544031	1.57576
1310	171	0.562689	1.45714
1238	171	0.531763	1.41667
1463	181	0.560889	1.34211
1531	180	0.593499	1.33333
1465	180	0.567914	1.275
1556	174	0.6455077	1.40541
1671	190	0.581378	1.15556
1568	181	0.601144	1.3
1476	178	0.585108	1.30769
1648	194	0.549976	1.13043
1639	187	0.588688	1.2381
1975	193	0.665951	1.13043
1719	178	0.681437	1.30769
1346	163	0.636296	1.7333
1476	204	0.445467	1.15556
1752	203	0.533988	1.08333
1756	190	0.610952	1.2619
1488	180	0.57683	1.46488
1449	191	0.498874	1.18605
1687	181	0.646767	1.33333
1684	195	0.55624	1.15909
1855	214	0.508752	1
1777	193	0.599187	1.15556
1624	180	0.629551	1.43243
1396	182	0.529337	1.36842
1513	187	0.543432	1.26829
1521	185	0.558181	1.3
1294	183	0.485313	1.34211
1678	204	0.506432	1.04
1628	188	0.578533	1.2093
1352	172	0.573997	1.44444
1453	194	0.4849	1.26829
1247	167	0.561595	1.52941
1352	162	0.647048	1.67742
1611	179	0.631508	1.34211
1648	181	0.631815	1.34211
1344	169	0.591038	1.54545
1350	163	0.638187	1.59375
1618	187	0.581146	1.18605
1489	174	0.617712	1.45714
1394	166	0.635384	1.54545
1512	177	0.606171	1.41667
1586	178	0.628714	1.33333
1808	191	0.622474	1.13043
1791	205	0.535276	1
1631	202	0.502043	1.04
1868	212	0.522029	1.03846
1582	194	0.52795	1.18605
1630	182	0.618065	1.3
1405	164	0.656112	1.59375
1313	166	0.598464	1.45714
1336	171	0.573857	1.40541
1329	180	0.515193	1.40541
1354	168	0.602545	1.48571
1382	170	0.60062	1.5
1207	176	0.489409	1.275
1588	189	0.558363	1.13333
1482	178	0.587486	1.275
1346	173	0.564862	1.44444
1392	179	0.545661	1.2439
1378	173	0.578921	1.48571
1671	182	0.633612	1.26829
1666	180	0.645832	1.325
1697	189	0.596689	1.23256
1672	184	0.620284	1.325
1647	179	0.64562	1.36842
1551	183	0.5817	1.39474
1850	201	0.575134	1.10638
1758	204	0.530577	1.08333
1806	198	0.578598	1.08333
1616	192	0.55059	1.15556
1622	210	0.461957	1.01887
1642	203	0.500462	1.03922
1625	191	0.559469	1.13043
1592	190	0.553892	1.13333
1623	190	0.564678	1.2093
1321	177	0.5229598	1.34211
1321	173	0.554371	1.35135
1110	163	0.524732	1.5625
1660	191	0.571519	1.19048
1633	178	0.647345	1.25
1516	186	0.55038	1.19048
1683	191	0.579438	1.21951
1650	202	0.507891	1.13636
1667	210	0.474774	1.02041
1503	183	0.563698	1.28947
1357	182	0.514549	1.19512
1576	189	0.554143	1.13953
1197	158	0.60224	1.68966
1204	159	0.598166	1.6
1060	163	0.501095	1.72414
1327	192	0.452125	1.19512
1212	161	0.587274	1.51515
1156	156	0.596621	1.6
1264	183	0.474061	1.13953
1268	174	0.52603	1.225
1443	173	0.605569	1.45714
1487	177	0.596148	1.42857
1537	211	0.433609	1.11111
1252	167	0.563847	1.54839
1377	175	0.564739	1.4
1310	164	0.611749	1.64516
1413	172	0.599895	1.59375
1325	167	0.596723	1.64516
1284	158	0.646012	1.7
1355	168	0.60299	1.59375
1390	164	0.649108	1.53125
1430	172	0.607112	1.48485
1343	165	0.619581	1.58065
1453	169	0.638972	1.44118
1360	177	0.545233	1.31579
1216	159	0.604128	1.7
1436	174	0.595725	1.54545
1468	173	0.616061	1.42857
1430	170	0.621481	1.48485
1385	166	0.631282	1.59375
1293	161	0.626522	1.53125
1399	162	0.669541	1.41176
1277	158	0.64249	1.53125
1496	175	0.613543	1.54545
1323	165	0.610354	1.5625
1273	165	0.587287	1.45714
2361	279	0.380958	1.10714
2302	258	0.434366	1.12281
2411	293	0.352737	1.14035
2108	231	0.496177	1.07547
2223	237	0.497087	1.03704
2523	263	0.458137	1.17544
2087	201	0.648814	1.29545
2152	200	0.675728	1.32558
2192	210	0.624297	1.14286
2185	207	0.640472	1.21277
2353	221	0.6051	1.07547
2425	253	0.475839	1.10526
2453	257	0.466467	1.08772
2335	233	0.540213	1.05263
2270	229	0.543681	1.05556
2584	237	0.577811	1.06897
2480	230	0.588824	1.03509
2254	213	0.624	1.11765
2374	219	0.621702	1.01818
2536	242	0.543886	1.15789
2487	249	0.50381	1.12281
2224	217	0.593205	1.26667
2338	221	0.601242	1.16327
2432	232	0.567515	1.01754
2023	277	0.331151	1.05455
2652	270	0.456915	1.21053
2715	249	0.549998	1.13793
2525	260	0.469142	1.03448
2471	251	0.492623	1.08621
2466	244	0.520239	1.08772
2538	252	0.501973	1.13793
2536	261	0.467582	1.17544
2508	233	0.580237	1.07018
2372	234	0.544092	1.05263
2611	256	0.500399	1.21053
2746	269	0.476635	1.15789
2516	231	0.592211	1.09434
2522	223	0.636979	1.14
2513	250	0.505012	1.12281
2644	260	0.491252	1.14035
2425	234	0.55625	1
2310	222	0.588702	1.05556
2343	224	0.586497	1.07547
2298	220	0.59634	1.11765
2256	221	0.580155	1.01786
2200	230	0.522344	1.07547
2474	224	0.619289	1.13725
2380	246	0.493965	1.08621
2407	236	0.542802	1.09434
2345	213	0.649192	1.16
2366	216	0.636938	1.11765
2203	211	0.621497	1.14
2047	208	0.594266	1.16667
2442	243	0.519425	1.05172
2125	225	0.52721	1.03571
2054	233	0.475202	1.01724
2058	226	0.506079	1.01818
2108	209	0.606133	1.16
1991	232	0.464606	1.05357
1999	202	0.615318	1.34091
2198	227	0.535754	1.03509
2174	226	0.534604	1.13208
1935	221	0.497607	1.22449
1990	220	0.516413	1.36601
1912	216	0.514719	1.34091
2325	219	0.60887	1.2
2194	256	0.420481	1.16949
2120	235	0.482158	1.05357
2284	221	0.587356	1.09259
2195	209	0.631149	1.15385
1568	216	0.422112	1.15217
1549	199	0.491287	1.17391
1504	196	0.491728	1.08696
1571	181	0.602294	1.14634
1537	178	0.609289	1.23077
1585	192	0.540028	1.02128
1560	215	0.423875	1.16667
1506	205	0.450098	1.14894
1501	189	0.527772	1.06818
1534	209	0.441085	1.10638
1437	169	0.63193	1.33333
1506	176	0.610646	1.25641
1749	221	0.449775	1.1875
1583	197	0.5123116	1.06522
1379	177	0.55285	1.12195
1622	224	0.406017	1.10417
1596	212	0.446016	1.21739
1595	200	0.50083	1.04167
1613	194	0.538295	1
1698	221	0.436659	1.27083
1799	196	0.588178	1.02041
1953	196	0.638528	1.04255
1879	205	0.561576	1.08
1838	190	0.639481	1.11111
1952	202	0.600851	1.06383
