104	50	0.522496	2.42105
137	59	0.494318	2.0241
68	44	0.441157	1.54545
39	35	0.399869	2.30769
16	21	0.455692	2.63636
29	24	0.632361	1.71429
198	68	0.53782	1.16794
150	62	0.490114	3.71429
194	60	0.676844	1.12879
190	69	0.501239	1.54694
178	70	0.456261	1.94017
75	36	0.726852	1.85714
796	142	0.495822	1.74074
44	32	0.539688	1.8333
789	150	0.440437	1.74074
1174	148	0.673185	1.65517
988	152	0.537105	1.92308
943	160	0.462659	1.175
173	58	0.645922	1.62353
78	45	0.483793	3.14286
138	53	0.617045	1.38462
78	43	0.529843	3.6
140	68	0.380277	3.5
49	42	0.348889	3.70213
26	35	0.26658	4.5
16	23	0.379887	3.28571
755	153	0.405092	1.85714
44	61	0.148519	4.52381
1297	281	0.206308	1.68627
685	161	0.331916	1.5
2	19	0.0695845	6.75
764	262	0.139791	2.28797
931	209	0.267699	2.72414
401	136	0.272305	1.83046
69	40	0.54165	1.7037
976	311	0.126741	1.69231
1429	299	0.200761	1.65385
13	21	0.370249	3.45455
319	124	0.260578	2.40882
853	155	0.445939	1.51515
898	166	0.409308	1.59375
767	172	0.325633	1.48571
792	147	0.460342	2.26087
728	148	0.417443	2.16667
35	25	0.70336	1.5
128	66	0.369073	2.05882
57	38	0.495789	2.16304
40	30	0.558222	1.90909
20	22	0.519008	2
15	23	0.356144	2.57143
31	36	0.300432	3
28	24	0.610556	1.52174
23	21	0.655057	1.4
299	72	0.724429	1.21053
250	67	0.699488	1.02692
281	71	0.700131	1
135	56	0.540689	2.875
197	58	0.735529	1.53846
155	57	0.5992	1.70968
233	73	0.549161	1.27273
181	58	0.675791	1.75
103	53	0.460548	3.83333
1315	302	0.181093	1.21154
1372	227	0.33442	1.19231
16	19	0.556676	1.04545
20	19	0.695845	1.2
3	14	0.192245	10
852	141	0.538259	2.21739
898	160	0.440581	2.08
959	240	0.209115	1.01923
1205	245	0.252142	1.01923
129	49	0.674819	1.8
1194	228	0.288486	1
