519	120	0.452683	4
508	120	0.443089	3.91667
513	122	0.4329	4
500	117	0.458762	3.8333
604	130	0.44889	2.28571
546	121	0.468394	3.61538
570	126	0.450945	2.47368
530	122	0.447245	3.1333
600	140	0.38449	2
531	122	0.448089	4
500	118	0.45102	3.91667
517	117	0.47436	3.91667
678	133	0.481411	1.88
486	133	0.461562	3.83333
511	133	0.445706	4
500	133	0.458762	3.91667
663	142	0.412978	2.5
627	131	0.458896	2.63158
646	132	0.465666	2.94118
602	131	0.440599	2.94118
577	126	0.456483	3.84615
693	141	0.437809	2.83333
657	133	0.4665	3
588	128	0.450762	3.92308
762	146	0.448992	2.16667
662	131	0.484513	3.71429
565	126	0.446989	3.84615
569	126	0.450154	3.84615
564	126	0.446198	3.84615
591	129	0.446065	3.92308
576	126	0.455692	3.84615
621	130	0.461524	3.64286
595	129	0.449084	3.57143
574	128	0.440029	3.92308
572	127	0.445429	3.92308
577	126	0.456483	3.84615
591	128	0.453062	3.92308
571	128	0.437729	3.84615
584	126	0.462021	3.84615
568	126	0.449363	3.84615
590	129	0.44531	3.92308
602	130	0.447404	3.92308
580	127	0.451659	3.84615
578	127	0.450101	3.84615
595	132	0.428903	4
606	130	0.450376	3.92308
576	129	0.434743	3.92308
618	132	0.445482	4
584	129	0.440781	3.92308
594	132	0.428182	4
582	129	0.439272	3.92308
628	134	0.439278	3.46667
600	133	0.426027	3.4
578	130	0.429567	4
565	128	0.43313	3.92308
590	131	0.431816	4
604	132	0.43539	4
583	131	0.426693	3.92308
596	130	0.442944	3.92308
634	133	0.450169	3.71429
552	132	0.397906	4.33333
623	134	0.435781	3.71429
652	134	0.456066	3.71429
613	132	0.441878	3.64286
633	134	0.442776	3.4
581	130	0.431796	3.92308
594	131	0.434744	4
582	129	0.439272	3.92308
594	133	0.421767	4
597	131	0.43694	4
598	133	0.424607	4
585	130	0.434769	3.92308
583	129	0.440026	3.92308
585	131	0.428157	4
581	129	0.438517	3.92308
572	128	0.438496	3.92308
540	129	0.407572	4.25
537	129	0.405307	4.33333
541	129	0.408326	4.25
592	130	0.439972	3.92308
547	129	0.412855	4.25
613	132	0.441878	4
616	130	0.457808	3.64286
599	131	0.438403	4
615	132	0.44332	4
605	130	0.449633	3.92308
596	130	0.442944	3.92308
579	129	0.437007	3.92308
589	128	0.451528	3.92308
594	129	0.448329	3.92308
575	128	0.440796	3.92308
638	134	0.446273	3.46667
605	130	0.449633	3.125
558	126	0.441451	3.84615
552	128	0.423164	3.84615
565	133	0.401176	3.125
584	129	0.440781	3.84615
577	133	0.409696	2.94118
551	129	0.415674	3.57143
577	125	0.463816	3.76923
576	125	0.463012	3.76923
582	123	0.483173	3.76923
539	124	0.440286	3.76923
614	130	0.456322	3.92308
578	126	0.457274	3.84615
539	126	0.42642	4.16667
571	124	0.466426	3.42857
419	109	0.442946	2.27778
619	136	0.420342	3.4
677	154	0.358539	1.96154
749	167	0.337317	1.5
701	156	0.361792	1.75862
596	128	0.456895	3.92308
555	124	0.453356	3.76923
557	126	0.44066	3.76923
556	125	0.446935	3.76923
553	126	0.437496	3.76923
516	126	0.408224	4.16667
594	128	0.455361	3.92308
589	128	0.451528	3.92308
569	126	0.450154	3.84615
547	125	0.4397	3.76923
588	128	0.450762	3.92308
571	126	0.451736	3.76923
510	121	0.437511	4
544	124	0.44437	3.76923
539	128	0.413198	4.25
553	126	0.437496	3.84615
562	129	0.424176	3.92308
789	153	0.423335	3.22222
599	146	0.352948	3.625
823	159	0.408879	2.63636
848	156	0.437659	2.85
854	153	0.45821	2.9
765	146	0.45076	3.16667
868	159	0.431236	3.05263
796	147	0.462666	3
869	160	0.426353	2.33333
765	152	0.415876	3
817	149	0.46221	2.54545
836	160	0.410163	2.47826
881	163	0.416476	2.19231
725	143	0.445303	4.07143
697	142	0.434156	4
822	155	0.429732	2.71429
889	184	0.329804	1.93333
888	199	0.281641	1.32558
991	209	0.284951	1.54054
823	166	0.375123	2.07407
732	145	0.437285	3.8
757	144	0.458522	3.5625
826	155	0.431824	2.59091
807	149	0.456552	3.35294
538	141	0.339886	3.26425
720	142	0.448482	3.5
735	150	0.410293	3.22222
694	140	0.444727	4.30769
763	144	0.462157	2.94737
734	143	0.450831	3.73333
751	147	0.436511	2.94737
735	144	0.445197	3.5625
674	139	0.438147	3.92857
669	139	0.434897	4.23077
687	145	0.410403	3.625
884	159	0.439185	2.68182
845	162	0.404405	2.68182
908	185	0.333221	1.73529
842	154	0.445923	3.10526
805	154	0.426328	3.27778
687	152	0.373473	3.58911
877	195	0.289681	1.71429
1043	187	0.37462	1.875
998	180	0.386879	2.22222
960	164	0.448305	2.56522
898	156	0.463465	3.33333
913	158	0.459353	3.10526
967	166	0.440758	2.68182
1068	189	0.375524	2.03448
860	164	0.401606	2.6087
